discipline_title,event_title,event_gender,medal_type,participant_type,country_3_letter_code,game_location,game_season,game_year,game_name
Bobsleigh,fourman men,Men,Silver,Team,BEL,Switzerland,Winter,1948,St. Moritz 1948
Bobsleigh,fourman men,Men,Silver,Team,ITA,Italy,Winter,1956,Cortina d'Ampezzo 1956
Bobsleigh,two-man men,Men,Bronze,Team,CHE,Austria,Winter,1976,Innsbruck 1976
Bobsleigh,two-man men,Men,Bronze,Team,CHE,Italy,Winter,2006,Turin 2006
Bobsleigh,two-man men,Men,Bronze,Team,CHE,Japan,Winter,1972,Sapporo 1972
Bobsleigh,two-man men,Men,Bronze,Team,CHE,Norway,Winter,1952,Oslo 1952
Bobsleigh,two-man men,Men,Bronze,Team,CHE,United States,Winter,2002,Salt Lake City 2002
Bobsleigh,two-man men,Men,Bronze,Team,DEU,Canada,Winter,1988,Calgary 1988
Bobsleigh,two-man men,Men,Bronze,Team,DEU,France,Winter,1992,Albertville 1992
Bobsleigh,two-man men,Men,Bronze,Team,DEU,Japan,Winter,1998,Nagano 1998
Bobsleigh,two-man men,Men,Bronze,Team,DEU,United States,Winter,1980,Lake Placid 1980
Bobsleigh,two-man men,Men,Bronze,Team,ITA,Austria,Winter,1964,Innsbruck 1964
Bobsleigh,two-man men,Men,Bronze,Team,ITA,Norway,Winter,1994,Lillehammer 1994
Bobsleigh,two-man men,Men,Bronze,Team,LVA,Russian Federation,Winter,2014,Sochi 2014
Bobsleigh,two-man men,Men,Bronze,Team,ROU,France,Winter,1968,Grenoble 1968
Bobsleigh,two-man men,Men,Bronze,Team,RUS,Canada,Winter,2010,Vancouver 2010
Bobsleigh,two-man men,Men,Bronze,Team,RUS,Yugoslavia,Winter,1984,Sarajevo 1984
Bobsleigh,two-man men,Men,Bronze,Team,USA,Germany,Winter,1936,Garmisch-Partenkirchen 1936
Bobsleigh,two-man men,Men,Bronze,Team,USA,United States,Winter,1932,Lake Placid 1932
Bobsleigh,two-man men,Men,Gold,Team,CAN,Japan,Winter,1998,Nagano 1998
Bobsleigh,two-man men,Men,Gold,Team,CHE,France,Winter,1992,Albertville 1992
Bobsleigh,two-man men,Men,Gold,Team,CHE,Norway,Winter,1994,Lillehammer 1994
Bobsleigh,two-man men,Men,Gold,Team,CHE,Russian Federation,Winter,2014,Sochi 2014
Bobsleigh,two-man men,Men,Gold,Team,CHE,United States,Winter,1980,Lake Placid 1980
Bobsleigh,two-man men,Men,Gold,Team,DEU,Austria,Winter,1976,Innsbruck 1976
Bobsleigh,two-man men,Men,Gold,Team,DEU,Canada,Winter,2010,Vancouver 2010
Bobsleigh,two-man men,Men,Gold,Team,DEU,Italy,Winter,2006,Turin 2006
Bobsleigh,two-man men,Men,Gold,Team,DEU,Japan,Winter,1972,Sapporo 1972
Bobsleigh,two-man men,Men,Gold,Team,DEU,Norway,Winter,1952,Oslo 1952
Bobsleigh,two-man men,Men,Gold,Team,DEU,United States,Winter,2002,Salt Lake City 2002
Bobsleigh,two-man men,Men,Gold,Team,DEU,Yugoslavia,Winter,1984,Sarajevo 1984
Bobsleigh,two-man men,Men,Gold,Team,GBR,Austria,Winter,1964,Innsbruck 1964
Bobsleigh,two-man men,Men,Gold,Team,ITA,France,Winter,1968,Grenoble 1968
Bobsleigh,two-man men,Men,Gold,Team,ITA,Japan,Winter,1998,Nagano 1998
Bobsleigh,two-man men,Men,Gold,Team,RUS,Canada,Winter,1988,Calgary 1988
Bobsleigh,two-man men,Men,Gold,Team,USA,Germany,Winter,1936,Garmisch-Partenkirchen 1936
Bobsleigh,two-man men,Men,Gold,Team,USA,United States,Winter,1932,Lake Placid 1932
Bobsleigh,two-man men,Men,Silver,Team,CAN,Italy,Winter,2006,Turin 2006
Bobsleigh,two-man men,Men,Silver,Team,CHE,Germany,Winter,1936,Garmisch-Partenkirchen 1936
Bobsleigh,two-man men,Men,Silver,Team,CHE,Norway,Winter,1994,Lillehammer 1994
Bobsleigh,two-man men,Men,Silver,Team,CHE,United States,Winter,1932,Lake Placid 1932
Bobsleigh,two-man men,Men,Silver,Team,CHE,United States,Winter,2002,Salt Lake City 2002
Bobsleigh,two-man men,Men,Silver,Team,DEU,Austria,Winter,1976,Innsbruck 1976
Bobsleigh,two-man men,Men,Silver,Team,DEU,Canada,Winter,1988,Calgary 1988
Bobsleigh,two-man men,Men,Silver,Team,DEU,Canada,Winter,2010,Vancouver 2010
Bobsleigh,two-man men,Men,Silver,Team,DEU,France,Winter,1968,Grenoble 1968
Bobsleigh,two-man men,Men,Silver,Team,DEU,France,Winter,1992,Albertville 1992
Bobsleigh,two-man men,Men,Silver,Team,DEU,Japan,Winter,1972,Sapporo 1972
Bobsleigh,two-man men,Men,Silver,Team,DEU,United States,Winter,1980,Lake Placid 1980
Bobsleigh,two-man men,Men,Silver,Team,DEU,Yugoslavia,Winter,1984,Sarajevo 1984
Bobsleigh,two-man men,Men,Silver,Team,ITA,Austria,Winter,1964,Innsbruck 1964
Bobsleigh,two-man men,Men,Silver,Team,USA,Norway,Winter,1952,Oslo 1952
Bobsleigh,two-man men,Men,Silver,Team,USA,Russian Federation,Winter,2014,Sochi 2014
Bobsleigh,two-woman women,Women,Bronze,Team,DEU,United States,Winter,2002,Salt Lake City 2002
Bobsleigh,two-woman women,Women,Bronze,Team,ITA,Italy,Winter,2006,Turin 2006
Bobsleigh,two-woman women,Women,Bronze,Team,USA,Canada,Winter,2010,Vancouver 2010
Bobsleigh,two-woman women,Women,Bronze,Team,USA,Russian Federation,Winter,2014,Sochi 2014
Bobsleigh,two-woman women,Women,Gold,Team,CAN,Canada,Winter,2010,Vancouver 2010
Bobsleigh,two-woman women,Women,Gold,Team,CAN,Russian Federation,Winter,2014,Sochi 2014
Bobsleigh,two-woman women,Women,Gold,Team,DEU,Italy,Winter,2006,Turin 2006
Bobsleigh,two-woman women,Women,Gold,Team,USA,United States,Winter,2002,Salt Lake City 2002
Bobsleigh,two-woman women,Women,Silver,Team,CAN,Canada,Winter,2010,Vancouver 2010
Bobsleigh,two-woman women,Women,Silver,Team,DEU,United States,Winter,2002,Salt Lake City 2002
Bobsleigh,two-woman women,Women,Silver,Team,USA,Italy,Winter,2006,Turin 2006
Bobsleigh,two-woman women,Women,Silver,Team,USA,Russian Federation,Winter,2014,Sochi 2014
Bobsleigh,twoman men,Men,Bronze,Team,CHE,Italy,Winter,1956,Cortina d'Ampezzo 1956
Bobsleigh,twoman men,Men,Bronze,Team,USA,Switzerland,Winter,1948,St. Moritz 1948
Bobsleigh,twoman men,Men,Gold,Team,CHE,Switzerland,Winter,1948,St. Moritz 1948
Bobsleigh,twoman men,Men,Gold,Team,ITA,Italy,Winter,1956,Cortina d'Ampezzo 1956
Bobsleigh,twoman men,Men,Silver,Team,CHE,Switzerland,Winter,1948,St. Moritz 1948
Bobsleigh,twoman men,Men,Silver,Team,ITA,Italy,Winter,1956,Cortina d'Ampezzo 1956
Boxing,+ 91kg (super heavyweight) men,Men,Bronze,Athlete,AZE,Great Britain,Summer,2012,London 2012
Boxing,+ 91kg (super heavyweight) men,Men,Bronze,Athlete,HRV,Brazil,Summer,2016,Rio 2016
Boxing,+ 91kg (super heavyweight) men,Men,Bronze,Athlete,KAZ,Brazil,Summer,2016,Rio 2016
Boxing,+ 91kg (super heavyweight) men,Men,Bronze,Athlete,KAZ,Great Britain,Summer,2012,London 2012
Boxing,+ 91kg (super heavyweight) men,Men,Gold,Athlete,FRA,Brazil,Summer,2016,Rio 2016
Boxing,+ 91kg (super heavyweight) men,Men,Gold,Athlete,GBR,Great Britain,Summer,2012,London 2012
Boxing,+ 91kg (super heavyweight) men,Men,Silver,Athlete,GBR,Brazil,Summer,2016,Rio 2016
Boxing,+ 91kg (super heavyweight) men,Men,Silver,Athlete,ITA,Great Britain,Summer,2012,London 2012
Boxing,- 48kg (light-flyweight) men,Men,Bronze,Athlete,ESP,Federal Republic of Germany,Summer,1972,Munich 1972
Boxing,- 48kg (light-flyweight) men,Men,Bronze,Athlete,GBR,Federal Republic of Germany,Summer,1972,Munich 1972
Boxing,- 48kg (light-flyweight) men,Men,Gold,Athlete,HUN,Federal Republic of Germany,Summer,1972,Munich 1972
Boxing,- 48kg (light-flyweight) men,Men,Silver,Athlete,PRK,Federal Republic of Germany,Summer,1972,Munich 1972
Boxing,46-49kg men,Men,Bronze,Athlete,CUB,Brazil,Summer,2016,Rio 2016
Boxing,46-49kg men,Men,Bronze,Athlete,IRL,Great Britain,Summer,2012,London 2012
Boxing,46-49kg men,Men,Bronze,Athlete,RUS,Great Britain,Summer,2012,London 2012
Boxing,46-49kg men,Men,Bronze,Athlete,USA,Brazil,Summer,2016,Rio 2016
Boxing,46-49kg men,Men,Gold,Athlete,CHN,Great Britain,Summer,2012,London 2012
Boxing,46-49kg men,Men,Gold,Athlete,UZB,Brazil,Summer,2016,Rio 2016
Boxing,46-49kg men,Men,Silver,Athlete,COL,Brazil,Summer,2016,Rio 2016
Boxing,46-49kg men,Men,Silver,Athlete,THA,Great Britain,Summer,2012,London 2012
Boxing,4763  5216kg bantamweight men,Men,Gold,Athlete,USA,United States,Summer,1904,St. Louis 1904
Boxing,4763  5216kg bantamweight men,Men,Silver,Athlete,USA,United States,Summer,1904,St. Louis 1904
Boxing,4763kg flyweight men,Men,Gold,Athlete,USA,United States,Summer,1904,St. Louis 1904
Boxing,4763kg flyweight men,Men,Silver,Athlete,USA,United States,Summer,1904,St. Louis 1904
Boxing,48-51kg flyweight men,Men,Bronze,Athlete,AZE,Greece,Summer,2004,Athens 2004
Boxing,48-51kg flyweight men,Men,Bronze,Athlete,BRA,Mexico,Summer,1968,Mexico City 1968
Boxing,48-51kg flyweight men,Men,Bronze,Athlete,CUB,Federal Republic of Germany,Summer,1972,Munich 1972
Boxing,48-51kg flyweight men,Men,Bronze,Athlete,DEU,Greece,Summer,2004,Athens 2004
Boxing,48-51kg flyweight men,Men,Bronze,Athlete,DEU,United States,Summer,1996,Atlanta 1996
Boxing,48-51kg flyweight men,Men,Bronze,Athlete,FRA,Australia,Summer,2000,Sydney 2000
Boxing,48-51kg flyweight men,Men,Bronze,Athlete,HUN,Spain,Summer,1992,Barcelona 1992
Boxing,48-51kg flyweight men,Men,Bronze,Athlete,HUN,USSR,Summer,1980,Moscow 1980
Boxing,48-51kg flyweight men,Men,Bronze,Athlete,IRL,USSR,Summer,1980,Moscow 1980
Boxing,48-51kg flyweight men,Men,Bronze,Athlete,ITA,China,Summer,2008,Beijing 2008
Boxing,48-51kg flyweight men,Men,Bronze,Athlete,KEN,United States,Summer,1984,Los Angeles 1984
Boxing,48-51kg flyweight men,Men,Bronze,Athlete,MEX,Republic of Korea,Summer,1988,Seoul 1988
Boxing,48-51kg flyweight men,Men,Bronze,Athlete,POL,Canada,Summer,1976,Montreal 1976
Boxing,48-51kg flyweight men,Men,Bronze,Athlete,POL,Federal Republic of Germany,Summer,1972,Munich 1972
Boxing,48-51kg flyweight men,Men,Bronze,Athlete,RUS,Canada,Summer,1976,Montreal 1976
Boxing,48-51kg flyweight men,Men,Bronze,Athlete,RUS,China,Summer,2008,Beijing 2008
Boxing,48-51kg flyweight men,Men,Bronze,Athlete,RUS,Republic of Korea,Summer,1988,Seoul 1988
Boxing,48-51kg flyweight men,Men,Bronze,Athlete,RUS,United States,Summer,1996,Atlanta 1996
Boxing,48-51kg flyweight men,Men,Bronze,Athlete,TUR,United States,Summer,1984,Los Angeles 1984
Boxing,48-51kg flyweight men,Men,Bronze,Athlete,UGA,Mexico,Summer,1968,Mexico City 1968
Boxing,48-51kg flyweight men,Men,Bronze,Athlete,UKR,Australia,Summer,2000,Sydney 2000
Boxing,48-51kg flyweight men,Men,Bronze,Athlete,USA,Spain,Summer,1992,Barcelona 1992
Boxing,48-51kg flyweight men,Men,Gold,Athlete,BGR,Federal Republic of Germany,Summer,1972,Munich 1972
Boxing,48-51kg flyweight men,Men,Gold,Athlete,BGR,USSR,Summer,1980,Moscow 1980
Boxing,48-51kg flyweight men,Men,Gold,Athlete,CUB,Greece,Summer,2004,Athens 2004
Boxing,48-51kg flyweight men,Men,Gold,Athlete,CUB,United States,Summer,1996,Atlanta 1996
Boxing,48-51kg flyweight men,Men,Gold,Athlete,KOR,Republic of Korea,Summer,1988,Seoul 1988
Boxing,48-51kg flyweight men,Men,Gold,Athlete,MEX,Mexico,Summer,1968,Mexico City 1968
Boxing,48-51kg flyweight men,Men,Gold,Athlete,PRK,Spain,Summer,1992,Barcelona 1992
Boxing,48-51kg flyweight men,Men,Gold,Athlete,THA,Australia,Summer,2000,Sydney 2000
Boxing,48-51kg flyweight men,Men,Gold,Athlete,THA,China,Summer,2008,Beijing 2008
Boxing,48-51kg flyweight men,Men,Gold,Athlete,USA,Canada,Summer,1976,Montreal 1976
Boxing,48-51kg flyweight men,Men,Gold,Athlete,USA,United States,Summer,1984,Los Angeles 1984
Boxing,48-51kg flyweight men,Men,Silver,Athlete,CUB,Canada,Summer,1976,Montreal 1976
Boxing,48-51kg flyweight men,Men,Silver,Athlete,CUB,China,Summer,2008,Beijing 2008
Boxing,48-51kg flyweight men,Men,Silver,Athlete,CUB,Spain,Summer,1992,Barcelona 1992
Boxing,48-51kg flyweight men,Men,Silver,Athlete,DEU,Republic of Korea,Summer,1988,Seoul 1988
Boxing,48-51kg flyweight men,Men,Silver,Athlete,FRA,Greece,Summer,2004,Athens 2004
Boxing,48-51kg flyweight men,Men,Silver,Athlete,KAZ,Australia,Summer,2000,Sydney 2000
Boxing,48-51kg flyweight men,Men,Silver,Athlete,KAZ,United States,Summer,1996,Atlanta 1996
Boxing,48-51kg flyweight men,Men,Silver,Athlete,POL,Mexico,Summer,1968,Mexico City 1968
Boxing,48-51kg flyweight men,Men,Silver,Athlete,RUS,USSR,Summer,1980,Moscow 1980
Boxing,48-51kg flyweight men,Men,Silver,Athlete,SRB,United States,Summer,1984,Los Angeles 1984
Boxing,48-51kg flyweight men,Men,Silver,Athlete,UGA,Federal Republic of Germany,Summer,1972,Munich 1972
Boxing,48kg light flywieght men,Men,Bronze,Athlete,CHN,Greece,Summer,2004,Athens 2004
Boxing,48kg light flywieght men,Men,Bronze,Athlete,CUB,China,Summer,2008,Beijing 2008
Boxing,48kg light flywieght men,Men,Bronze,Athlete,IRL,China,Summer,2008,Beijing 2008
Boxing,48kg light flywieght men,Men,Bronze,Athlete,RUS,Greece,Summer,2004,Athens 2004
Boxing,48kg light flywieght men,Men,Gold,Athlete,CHN,China,Summer,2008,Beijing 2008
Boxing,48kg light flywieght men,Men,Gold,Athlete,CUB,Greece,Summer,2004,Athens 2004
Boxing,48kg light flywieght men,Men,Silver,Athlete,MNG,China,Summer,2008,Beijing 2008
Boxing,48kg light flywieght men,Men,Silver,Athlete,TUR,Greece,Summer,2004,Athens 2004
Boxing,48kg lightflyweight men,Men,Bronze,Athlete,BGR,USSR,Summer,1980,Moscow 1980
Boxing,48kg lightflyweight men,Men,Bronze,Athlete,CUB,Australia,Summer,2000,Sydney 2000
Boxing,48kg lightflyweight men,Men,Bronze,Athlete,DEU,Spain,Summer,1992,Barcelona 1992
Boxing,48kg lightflyweight men,Men,Bronze,Athlete,ESP,United States,Summer,1996,Atlanta 1996
Boxing,48kg lightflyweight men,Men,Bronze,Athlete,HUN,Republic of Korea,Summer,1988,Seoul 1988
Boxing,48kg lightflyweight men,Men,Bronze,Athlete,PHL,Republic of Korea,Summer,1988,Seoul 1988
Boxing,48kg lightflyweight men,Men,Bronze,Athlete,PHL,Spain,Summer,1992,Barcelona 1992
Boxing,48kg lightflyweight men,Men,Bronze,Athlete,POL,Mexico,Summer,1968,Mexico City 1968
Boxing,48kg lightflyweight men,Men,Bronze,Athlete,PRI,Canada,Summer,1976,Montreal 1976
Boxing,48kg lightflyweight men,Men,Bronze,Athlete,PRK,Australia,Summer,2000,Sydney 2000
Boxing,48kg lightflyweight men,Men,Bronze,Athlete,PRK,USSR,Summer,1980,Moscow 1980
Boxing,48kg lightflyweight men,Men,Bronze,Athlete,THA,Canada,Summer,1976,Montreal 1976
Boxing,48kg lightflyweight men,Men,Bronze,Athlete,UKR,United States,Summer,1996,Atlanta 1996
Boxing,48kg lightflyweight men,Men,Bronze,Athlete,USA,Mexico,Summer,1968,Mexico City 1968
Boxing,48kg lightflyweight men,Men,Bronze,Athlete,VEN,United States,Summer,1984,Los Angeles 1984
Boxing,48kg lightflyweight men,Men,Bronze,Athlete,ZMB,United States,Summer,1984,Los Angeles 1984
Boxing,48kg lightflyweight men,Men,Gold,Athlete,BGR,Republic of Korea,Summer,1988,Seoul 1988
Boxing,48kg lightflyweight men,Men,Gold,Athlete,BGR,United States,Summer,1996,Atlanta 1996
Boxing,48kg lightflyweight men,Men,Gold,Athlete,CUB,Canada,Summer,1976,Montreal 1976
Boxing,48kg lightflyweight men,Men,Gold,Athlete,CUB,Spain,Summer,1992,Barcelona 1992
Boxing,48kg lightflyweight men,Men,Gold,Athlete,FRA,Australia,Summer,2000,Sydney 2000
Boxing,48kg lightflyweight men,Men,Gold,Athlete,RUS,USSR,Summer,1980,Moscow 1980
Boxing,48kg lightflyweight men,Men,Gold,Athlete,USA,United States,Summer,1984,Los Angeles 1984
Boxing,48kg lightflyweight men,Men,Gold,Athlete,VEN,Mexico,Summer,1968,Mexico City 1968
Boxing,48kg lightflyweight men,Men,Silver,Athlete,BGR,Spain,Summer,1992,Barcelona 1992
Boxing,48kg lightflyweight men,Men,Silver,Athlete,CUB,USSR,Summer,1980,Moscow 1980
Boxing,48kg lightflyweight men,Men,Silver,Athlete,ESP,Australia,Summer,2000,Sydney 2000
Boxing,48kg lightflyweight men,Men,Silver,Athlete,ITA,United States,Summer,1984,Los Angeles 1984
Boxing,48kg lightflyweight men,Men,Silver,Athlete,KOR,Mexico,Summer,1968,Mexico City 1968
Boxing,48kg lightflyweight men,Men,Silver,Athlete,PHL,United States,Summer,1996,Atlanta 1996
Boxing,48kg lightflyweight men,Men,Silver,Athlete,PRK,Canada,Summer,1976,Montreal 1976
Boxing,48kg lightflyweight men,Men,Silver,Athlete,USA,Republic of Korea,Summer,1988,Seoul 1988
Boxing,508  5352kg bantamweight men,Men,Bronze,Athlete,FRA,France,Summer,1924,Paris 1924
Boxing,508  5352kg bantamweight men,Men,Bronze,Athlete,GBR,Belgium,Summer,1920,Antwerp 1920
Boxing,508  5352kg bantamweight men,Men,Bronze,Athlete,ZAF,Netherlands,Summer,1928,Amsterdam 1928
Boxing,508  5352kg bantamweight men,Men,Gold,Athlete,ITA,Netherlands,Summer,1928,Amsterdam 1928
Boxing,508  5352kg bantamweight men,Men,Gold,Athlete,ZAF,Belgium,Summer,1920,Antwerp 1920
Boxing,508  5352kg bantamweight men,Men,Gold,Athlete,ZAF,France,Summer,1924,Paris 1924
Boxing,508  5352kg bantamweight men,Men,Silver,Athlete,CAN,Belgium,Summer,1920,Antwerp 1920
Boxing,508  5352kg bantamweight men,Men,Silver,Athlete,USA,France,Summer,1924,Paris 1924
Boxing,508  5352kg bantamweight men,Men,Silver,Athlete,USA,Netherlands,Summer,1928,Amsterdam 1928
Boxing,508  54kg bantamweight men,Men,Bronze,Athlete,PHL,United States,Summer,1932,Los Angeles 1932
Boxing,508  54kg bantamweight men,Men,Gold,Athlete,CAN,United States,Summer,1932,Los Angeles 1932
Boxing,508  54kg bantamweight men,Men,Silver,Athlete,DEU,United States,Summer,1932,Los Angeles 1932
Boxing,508kg flyweight men,Men,Bronze,Athlete,GBR,Belgium,Summer,1920,Antwerp 1920
Boxing,508kg flyweight men,Men,Bronze,Athlete,ITA,Netherlands,Summer,1928,Amsterdam 1928
Boxing,508kg flyweight men,Men,Bronze,Athlete,USA,France,Summer,1924,Paris 1924
Boxing,508kg flyweight men,Men,Bronze,Athlete,USA,United States,Summer,1932,Los Angeles 1932
Boxing,508kg flyweight men,Men,Gold,Athlete,HUN,Netherlands,Summer,1928,Amsterdam 1928
Boxing,508kg flyweight men,Men,Gold,Athlete,HUN,United States,Summer,1932,Los Angeles 1932
Boxing,508kg flyweight men,Men,Gold,Athlete,USA,Belgium,Summer,1920,Antwerp 1920
Boxing,508kg flyweight men,Men,Gold,Athlete,USA,France,Summer,1924,Paris 1924
Boxing,508kg flyweight men,Men,Silver,Athlete,DNK,Belgium,Summer,1920,Antwerp 1920
Boxing,508kg flyweight men,Men,Silver,Athlete,FRA,Netherlands,Summer,1928,Amsterdam 1928
Boxing,508kg flyweight men,Men,Silver,Athlete,GBR,France,Summer,1924,Paris 1924
Boxing,508kg flyweight men,Men,Silver,Athlete,MEX,United States,Summer,1932,Los Angeles 1932
Boxing,51 kg fly women,Women,Bronze,Athlete,CHN,Brazil,Summer,2016,Rio 2016
Boxing,51 kg fly women,Women,Bronze,Athlete,COL,Brazil,Summer,2016,Rio 2016
Boxing,51 kg fly women,Women,Bronze,Athlete,IND,Great Britain,Summer,2012,London 2012
Boxing,51 kg fly women,Women,Bronze,Athlete,USA,Great Britain,Summer,2012,London 2012
Boxing,51 kg fly women,Women,Gold,Athlete,GBR,Brazil,Summer,2016,Rio 2016
Boxing,51 kg fly women,Women,Gold,Athlete,GBR,Great Britain,Summer,2012,London 2012
Boxing,51 kg fly women,Women,Silver,Athlete,CHN,Great Britain,Summer,2012,London 2012
Boxing,51 kg fly women,Women,Silver,Athlete,FRA,Brazil,Summer,2016,Rio 2016
Boxing,51-54kg bantamweight men,Men,Bronze,Athlete,AUS,Italy,Summer,1960,Rome 1960
Boxing,51-54kg bantamweight men,Men,Bronze,Athlete,AZE,Greece,Summer,2004,Athens 2004
Boxing,51-54kg bantamweight men,Men,Bronze,Athlete,CAN,United States,Summer,1984,Los Angeles 1984
Boxing,51-54kg bantamweight men,Men,Bronze,Athlete,CHL,"Australia, Sweden",Summer,1956,Melbourne 1956
Boxing,51-54kg bantamweight men,Men,Bronze,Athlete,COL,Republic of Korea,Summer,1988,Seoul 1988
Boxing,51-54kg bantamweight men,Men,Bronze,Athlete,DOM,United States,Summer,1984,Los Angeles 1984
Boxing,51-54kg bantamweight men,Men,Bronze,Athlete,GBR,Canada,Summer,1976,Montreal 1976
Boxing,51-54kg bantamweight men,Men,Bronze,Athlete,GBR,Federal Republic of Germany,Summer,1972,Munich 1972
Boxing,51-54kg bantamweight men,Men,Bronze,Athlete,GUY,USSR,Summer,1980,Moscow 1980
Boxing,51-54kg bantamweight men,Men,Bronze,Athlete,IRL,"Australia, Sweden",Summer,1956,Melbourne 1956
Boxing,51-54kg bantamweight men,Men,Bronze,Athlete,JPN,Mexico,Summer,1968,Mexico City 1968
Boxing,51-54kg bantamweight men,Men,Bronze,Athlete,KOR,Finland,Summer,1952,Helsinki 1952
Boxing,51-54kg bantamweight men,Men,Bronze,Athlete,KOR,Mexico,Summer,1968,Mexico City 1968
Boxing,51-54kg bantamweight men,Men,Bronze,Athlete,MAR,Spain,Summer,1992,Barcelona 1992
Boxing,51-54kg bantamweight men,Men,Bronze,Athlete,MDA,China,Summer,2008,Beijing 2008
Boxing,51-54kg bantamweight men,Men,Bronze,Athlete,MEX,Japan,Summer,1964,Tokyo 1964
Boxing,51-54kg bantamweight men,Men,Bronze,Athlete,MUS,China,Summer,2008,Beijing 2008
Boxing,51-54kg bantamweight men,Men,Bronze,Athlete,POL,Italy,Summer,1960,Rome 1960
Boxing,51-54kg bantamweight men,Men,Bronze,Athlete,PRI,Great Britain,Summer,1948,London 1948
Boxing,51-54kg bantamweight men,Men,Bronze,Athlete,PRK,Spain,Summer,1992,Barcelona 1992
Boxing,51-54kg bantamweight men,Men,Bronze,Athlete,ROU,USSR,Summer,1980,Moscow 1980
Boxing,51-54kg bantamweight men,Men,Bronze,Athlete,RUS,Canada,Summer,1976,Montreal 1976
Boxing,51-54kg bantamweight men,Men,Bronze,Athlete,RUS,Finland,Summer,1952,Helsinki 1952
Boxing,51-54kg bantamweight men,Men,Bronze,Athlete,RUS,United States,Summer,1996,Atlanta 1996
Boxing,51-54kg bantamweight men,Men,Bronze,Athlete,THA,Republic of Korea,Summer,1988,Seoul 1988
Boxing,51-54kg bantamweight men,Men,Bronze,Athlete,THA,United States,Summer,1996,Atlanta 1996
Boxing,51-54kg bantamweight men,Men,Bronze,Athlete,UKR,Australia,Summer,2000,Sydney 2000
Boxing,51-54kg bantamweight men,Men,Bronze,Athlete,URY,Japan,Summer,1964,Tokyo 1964
Boxing,51-54kg bantamweight men,Men,Bronze,Athlete,USA,Australia,Summer,2000,Sydney 2000
Boxing,51-54kg bantamweight men,Men,Bronze,Athlete,USA,Federal Republic of Germany,Summer,1972,Munich 1972
Boxing,51-54kg bantamweight men,Men,Bronze,Athlete,UZB,Greece,Summer,2004,Athens 2004
Boxing,51-54kg bantamweight men,Men,Gold,Athlete,CUB,Australia,Summer,2000,Sydney 2000
Boxing,51-54kg bantamweight men,Men,Gold,Athlete,CUB,Federal Republic of Germany,Summer,1972,Munich 1972
Boxing,51-54kg bantamweight men,Men,Gold,Athlete,CUB,Greece,Summer,2004,Athens 2004
Boxing,51-54kg bantamweight men,Men,Gold,Athlete,CUB,Spain,Summer,1992,Barcelona 1992
Boxing,51-54kg bantamweight men,Men,Gold,Athlete,CUB,USSR,Summer,1980,Moscow 1980
Boxing,51-54kg bantamweight men,Men,Gold,Athlete,DEU,"Australia, Sweden",Summer,1956,Melbourne 1956
Boxing,51-54kg bantamweight men,Men,Gold,Athlete,FIN,Finland,Summer,1952,Helsinki 1952
Boxing,51-54kg bantamweight men,Men,Gold,Athlete,HUN,Great Britain,Summer,1948,London 1948
Boxing,51-54kg bantamweight men,Men,Gold,Athlete,HUN,United States,Summer,1996,Atlanta 1996
Boxing,51-54kg bantamweight men,Men,Gold,Athlete,ITA,United States,Summer,1984,Los Angeles 1984
Boxing,51-54kg bantamweight men,Men,Gold,Athlete,JPN,Japan,Summer,1964,Tokyo 1964
Boxing,51-54kg bantamweight men,Men,Gold,Athlete,MNG,China,Summer,2008,Beijing 2008
Boxing,51-54kg bantamweight men,Men,Gold,Athlete,PRK,Canada,Summer,1976,Montreal 1976
Boxing,51-54kg bantamweight men,Men,Gold,Athlete,RUS,Italy,Summer,1960,Rome 1960
Boxing,51-54kg bantamweight men,Men,Gold,Athlete,RUS,Mexico,Summer,1968,Mexico City 1968
Boxing,51-54kg bantamweight men,Men,Gold,Athlete,USA,Republic of Korea,Summer,1988,Seoul 1988
Boxing,51-54kg bantamweight men,Men,Silver,Athlete,BGR,Republic of Korea,Summer,1988,Seoul 1988
Boxing,51-54kg bantamweight men,Men,Silver,Athlete,CUB,China,Summer,2008,Beijing 2008
Boxing,51-54kg bantamweight men,Men,Silver,Athlete,CUB,United States,Summer,1996,Atlanta 1996
Boxing,51-54kg bantamweight men,Men,Silver,Athlete,IRL,Finland,Summer,1952,Helsinki 1952
Boxing,51-54kg bantamweight men,Men,Silver,Athlete,IRL,Spain,Summer,1992,Barcelona 1992
Boxing,51-54kg bantamweight men,Men,Silver,Athlete,ITA,Great Britain,Summer,1948,London 1948
Boxing,51-54kg bantamweight men,Men,Silver,Athlete,ITA,Italy,Summer,1960,Rome 1960
Boxing,51-54kg bantamweight men,Men,Silver,Athlete,KOR,"Australia, Sweden",Summer,1956,Melbourne 1956
Boxing,51-54kg bantamweight men,Men,Silver,Athlete,KOR,Japan,Summer,1964,Tokyo 1964
Boxing,51-54kg bantamweight men,Men,Silver,Athlete,MEX,Federal Republic of Germany,Summer,1972,Munich 1972
Boxing,51-54kg bantamweight men,Men,Silver,Athlete,MEX,United States,Summer,1984,Los Angeles 1984
Boxing,51-54kg bantamweight men,Men,Silver,Athlete,RUS,Australia,Summer,2000,Sydney 2000
Boxing,51-54kg bantamweight men,Men,Silver,Athlete,THA,Greece,Summer,2004,Athens 2004
